assunto;relato
Tráfico de drogas/Armas;Traficantes do CV no vila 3 estão durante o dia ficando na rua rio Araguaia num ponto que eles monitoram os acessos pela praça do fumacê e girão Barroso, quando vai chegando o fim dá tarde eles descem um grupo que fica na favelinha na entrada do beco na aldrovando e outro grupo monitora o fumacê e vão noite adentro, os mesmos estão muito assustados com uma possível tentativa de invasão dos ADA, são em sua maioria de outros lugares não conhecem a comunidade tão bem, um dos meliantes se chama Gabriel filho dá Anne e mora na Nonato Farias do lado esquerdo do bar do Ruan ficando de frente pro bar casa a esquerda, o bar do Ruan é eventualmente frequentado por eles, não por que ele feche com eles, ele é um comércio e tem juízo não vai ficar enxotando traficantes pra morrer, se intenção não for a de dizer para os traficantes que estão denunciando peço aos policiais que não cheguem no bairro que eles querem transformar em comunidade explanando os moradores afinal de contas estamos tentando ajudar e não nos tornar um alvo obrigado
Tráfico de drogas/Armas;Traficantes voltam a ficar armados na favelinha no vila 3, na rua aldrovando pena bem na entrada do beco acessando pela aldrovando todo final de tarde
Tráfico de drogas/Armas;Durante a Noite Tem uma Boca de fumo Na localidade tem como gerente Igor Possui passagem contra assalto a mão armada Fica um grupo durante a Noite na localidade ta na hora de a polícia acabar com a farra desses vagabundos  Esse Igor e sinico adora mentir numa abordagem ELEMEMTO JÁ POSSUI PASSAGEM 
Tráfico de drogas/Armas;Tráfico rolando solto atrás do colégio Marcílio dias,com serteza a polícia vai acabar com isso
Tráfico de drogas/Armas;Bom dia gostaria de pedir a ajuda dos nossos amigos polícias para fazerem um serviço de inteligência. Aqui no Bairro de Anchieta a qual pertence o município do Rio de janeiro. Já fiz várias denúncias sobre oque está acontecendo aqui na localidade. Pessoas aparentando entre 10 e 24 aproximadamente vendendo drogas na porta dos moradores. Enfrente ao nº703, os mesmos ficam todos os dias sentados em baixo de uma Árvore vendendo e consumindo drogas e impedindo o Ir e vir dos moradores. Os mesmos ficam escondendo os entorpecentes no muro dos moradores,nos paralelepípedos das calçadas, também escondem no começo da escada que da acesso a comunidade do Parque esperança. E muita das vezes os mesmos pedem para alguns moto taxistas trazerem as drogas para eles venderem na localidade. Os mesmos ficam aliciando vários moradores aqui do local e menores de idade para ficar como olheiros. Por isso peço a ajuda  de vocês urgente com um serviço de investigação a paisana colocando polícias descaracterizados para prenderem esses elementos.e solicitar a presença de uma viatura no local constante mente fazendo rondas estencivas para que esse local não venha piorar cada vez mais. Desde já agradeço a atenção.
Tráfico de drogas/Armas;Galdino pimentel ,Bingen Petrópolis RJ ,uma rua tranquila que agora é ponto venda de drogas de dia e a noite 
Tráfico de drogas/Armas;Elementos reunidos no final da antiga rua 72, vendendo drogas, fazendo barulho e armados, com movimentação de moto para lá e para ca.
Tráfico de drogas/Armas;Bandidos teimam em continuar a vender drogas atrás do colégio Marcílio dias,ficam todo dia ,depois de 12:00
Tráfico de drogas/Armas;Traficante com o vulgo Alex usa a laje da minha vizinha para esconder armas e drogas, e tem possível participação na morte do militar numa padaria próxima ao local. Ja foram feitas denúncias pós nenhuma providência foi tomada. No local informado moram só mulheres inclusive minha tia avó idosa.  Nesta madrugada o vagabundo junto dos seus comparsas tentaram forçar a porta da residência pelo acesso da laje onde eles se reunem para fazer suas maldades na região. Elemento totalmente agressivo age sempre com o irmão Alessandro vulgo matador de polícia da região ja ouvimos boatos entre os marginais sobre possiveis assaltos a caixa eletrónicos.
Tráfico de drogas/Armas;"VÁRIOS MELIANTES PROCURADOS A ANOS PELA POLÁCIA DO RIO DE JANEIRO SE ESCONDEM NA VILA SAO JOSé ...OU FAVELINHA DE LAGES...O LOCAL E UM BAR CHAMADO E BAR DO RATO ...ELES BRINCAM DE ESCONDE ESCONDE COM OS POLICIAIS LOCAIS...SE ESCONDENDO NESTE BAR EM FRENTE A BARRACA DE AÇAÁ SABOR DO VERãO...VENHAM HOJE ...VENHAM IMEDIATAMENTE...MANDEM O BOPE PRA LA PRONTOS PRA ESTOURAR A BOCA DE FUMO QUE EXISTE FUNCIONANDO LÁ TODOS OS DIAS A LUZ DO SOL...E CéU ABERTO...ESCANCARADA PRA TOODS VEREM...Só Só POLÁCIA NA OS VEEM PORQUE NãO VãO NAS HORAS CERTAS...O LOCAL PRA ONDE ELES CORREM E ESSE BAR ...O BAR DO DESGRAÇADO DO GILMAR (VULGO ""RATO"")...MAS VENHA DE SURPRESA...VENHA A PAISANA...POIS ELES POSSUEM INFORMANTES POR TODOS OS LADOS CUIDANDO E DANDOAS INFORMAÇÕES SOBRE A PRESENÇA DA POLÁCIA DESDE A ENTRADA DA COMUNIDADE OU ATé MESMO PELAS RUAS DE ACESSO PROXIML A COMUNIDADE...VENHA HOJE A QUALQUER HORA DE SURPRESA...QUE VCS DARAM O BOTE PERFEITO...LÁ NO BAR DO RATO..."
Tráfico de drogas/Armas;Boa tarde venho denunciar um bar que serve de ponto de encontro dos traficantes da vila são José lages paracambi. Toda manhã vejo quando essa raça dos infernos descer a rua e faser uma reunião. O bar  e o último da rua  ok o bar do rato. 
Tráfico de drogas/Armas;Bandido aqui 
Tráfico de drogas/Armas;Uso diário de entorpecentes horários Entre 9:00 a  10:00 e 17:00 a 19:00 Nas escadarias do 3 andar, 2 indivíduos apenas.
Tráfico de drogas/Armas;Traficantes circulam com fuzis  e pistolas pelas ruas do bairro sendo crescente o número  de carros roubados trazidos para o local
Tráfico de drogas/Armas;Bailes na comunidade do menino de Deus nos dias de quarta feira para quinta e de quinta para sexta com assaltos ocorrendo com grandes frequência aos seus arredores pela noite e pela manhã infelizmente o sétimo batalhão não está combatendo esses tipos de eventos e muito menos os assaltos na cidade estamos com o município abandonado nas mãos de traficantes
Tráfico de drogas/Armas;Muito bandido armados até os dentes.
Tráfico de drogas/Armas;Venda de drogas em casa perto das filhas menores
Tráfico de drogas/Armas;Eu vi um traficante esconder uma mochila em um quarto no terreno baixinho,na esquina dá rua Airton Senna com a Ricardo Vagner
Tráfico de drogas/Armas;Vendedor com pessoas de menor e  criança
Tráfico de drogas/Armas;Boa tarde, aqui na rua Inglaterra, em Maria Paula Niterói, bandidos andando armados manda vim por favor viaturas urgente, estam na rua ungria mesmo sentido obrigado.
Tráfico de drogas/Armas;Estão montando boca de fumo aqui vendendo drogas e armas está começando bom cortar oal pela raiz
Tráfico de drogas/Armas;Tem gente vendendo maconha,cocaina e crack na minha rua. 
Tráfico de drogas/Armas;Bandidos estão se preparando pra fazer baile funk
Tráfico de drogas/Armas;Quero denunciar que todas as sextas feiras a noite tem ocorrido um PAGODE na rua Yolanda Saad Abuzaid no centro de Alcântara município de São Gonçalo RJ êsse evento tem sido feito há mais de um ano. O barulho é infernal além da venda de bebidas também existe é claro de forma disfarçada a venda a venda e o uso de drogas como a maconha e outras drogas. ó responsável direto pela venda de bebidas e um tal conhecido por JUNIOR. Outro fato agravante é que os frequentadores (homens e mulheres) depois de beberem muito iniciam uma verdadeira maratona nas ruas mais próximas para fazerem xixi. Existem prédios residenciais nas ruas adjacentes cujos moradores dão de frente com mulheres fazendo xixi (ruas como a João de Almeida e rua da feira ficam uma tremenda imundice). Acho que tanto a polícia civil como a polícia militar deveriam entra em açao mais rápido possível. Os moradores do centro de Alcântara vivem apavorados .
Tráfico de drogas/Armas;Movimentação de drogas no chaveiro PJ e no bar em frente BUON PROVARE na Olegário Maciel próximo a passarela da barra
Tráfico de drogas/Armas;Bandidos  traficantes estão muito avontade aqui na rua andando livremente Com armas e drogas nas mãos. 
Tráfico de drogas/Armas;Trafico de drogas em Santa Teresa  o cidadao que atende por Eder. Alto muito corpulento moreno se caracteriza por bone vermelho camisetas largas e short preto. chega diariamente por volta de 16:00 na rua monte alegre na altura dos n 339, 343, 354, e/ou 356 ou junto a parede lateral do armazém sao tiago na esquina. Permanece ate as 23:00 muitas vezes meia noite obrando no local. Ameaçador com moradores ele afronta arranhando carros e urinando na rua.  Aos fins de semana não raro organiza churrasco na calçada no mesmo local junto a esquina de ruas monte alegre e rua aurea.
Tráfico de drogas/Armas;Casa residencial usada para festas de música eletrónica que duram até 3 dias. Gritos, música alta, cheiro de maconha, carros suspeitos parados pela rua. Pessoas já envolvidas com drogas e que já foram presas por isso. A casa fica em um bairro residencial e está insuportável conviver com isso acontecendo quase todos os dias.
Tráfico de drogas/Armas;Traficantes do CV voltam a colocar boca na favelinha no beco de cima e no beco onde termina a rampa da favelinha que se encontra com a rua acira Cotrim no beco a esquerda de quem sobe estão armados e colocam no fim dá tarde todo dia
Tráfico de drogas/Armas;Venda de bebidas alcoólicas para menores
Tráfico de drogas/Armas;Está tendo uma bagunça generalizada onde moro,aqui no parque Anchieta,bem em frente ao posto de saúde Flávio do couto Vieira,no parque Anchieta-rj, cheguei agora do meu trabalho e estou querendo descansar e estão tocando muito lixo sonoro,me impedindo de eu e todos os vizinhos de dormirem,por favor Só QUEREMOS DORMIR E DESCANSAR,Desde já agradecemos a atenção!
Tráfico de drogas/Armas; som em altíssimo nível acima das 23 horas, carros atravessados pra impedir passagem, bebidas alcoólicas com menores no meio, motos com condutores sem capacete, motoristas alcoolizados
Tráfico de drogas/Armas;Venda de drogas em condomínio... Homens armados no local
Tráfico de drogas/Armas;Grande movimentação do Tráfico de drogas na minha rua, barricadas nas esquinas de casa e meliantes armados e perigosos.
Tráfico de drogas/Armas;Moradores dos bairros do Engenho dá Rainha e Inhauma estão tensos com a volta dos bailes funks no morro próximo a estação do metró do engenho dá rainha. Os bailes financiam o Tráfico de drogas e eles tem comecado as 15hs de um domingo e indo pela madrugada adentro perturbando o sossego dos moradores. Moradores solicitam ajuda urgente dá Polícia no sentido de acabar com o som alto nestes locais.
Tráfico de drogas/Armas;Funciona Um Tráfico de drogas no Bairro Jardim Canaã  Gerente Igor VUlgo Piloto
Tráfico de drogas/Armas;Na rua maranga na praça seca, há relatos queda noite estão colocando boca de fumo no número 557 vila alta e homens armados no local , por essa vila a vagabundagem do morro São José eles fazem sua rota, por dentro da vila para disfarçarem da polícia por se tratar de uma vila residencial, nesta vila eles largam os carros roubados depois de depenados
Tráfico de drogas/Armas;Nome: Renan Pimenta Carao. Endereço: rua Claúdia Maria n.º 56 - Monte Libano, Nova Iguaçu. Placa do veículo: KVS4443 - Duster Preta.  O Sr. Renan sai por volta das 06h30, diariamente, para deixar o filho na casa da sogra, na Rua Delfina Borges, n.º 661 - Mesquita. Em seguida, vai para a Pavuna, utilizando a Via Light, para deixar a esposa no metró. Segundo informações rastreadas, ele costuma ir as quartas, quintas e sextas ao morro do Salgueiro, em São Gonçalo, para buscar drogas e transportá-las para distribuição nas favelas da Baixada Fluminense. Ele deixa o veículo (Duster) em um posto de gasolina, próximo a favela. Um carro aleatório o busca,sobem o morro e pegam as drogas no Salgueiro. Posteriormente, o veículo retorna com ele e as drogas até o posto de gasolina para pegar a sua Duster. Ele as leva para Vilar dos Telles, local em que já tem um receptor aguardando. O Sr. Renan foi demitido de seu último emprego em 02/2016, período em que iniciou suas atividades junto ao tráfico. Seu ex cunhado é um dos chefes do Tráfico de drogas no morro do Salgueiro, em São Gonçalo. Eles se dão muito bem e tem ganhado dinheiro levando drogas de um morro a outro na baixada. Quando ele sai de casa esta limpo. Só tem drogas quando as busca em São Gonçalo, no morro do Salgueiro Inicialmente, ele andava trocando de placa para fazer a atividade ilícita, mas parou porque colocou gás no veículo e trocou o lacre da placa, evitando suspeitas. Nos últimos meses a família tem ostentado veículo novo, viagens caras, jantares em locais caros, enfim, coisas que um desempregado há mais de um ano e uma funcionária administrativa, com um filho menor não teriam condiçÃµes de bancar.
